0.0,180.0,50.1,21.6,104.0
178.0,0.0,131.0,192.0,236.0
50.2,135.0,0.0,64.5,108.0
23.1,194.0,63.5,0.0,85.3
105.0,239.0,109.0,86.1,0.0
